nama_channel,kategori,judul,judul_clean,judul_lower,judul_tokenized
@liputan6_news,News,Pria Meninggal Dunia Akibat Terserempet Kereta Api | Liputan 6,Pria Meninggal Dunia Akibat Terserempet Kereta Api Liputan 6,pria meninggal dunia akibat terserempet kereta api liputan 6,pria meninggal dunia akibat terserempet kereta api liputan 6
@liputan6_news,News,Pasutri Bobol Rumah Kosong | Liputan 6,Pasutri Bobol Rumah Kosong Liputan 6,pasutri bobol rumah kosong liputan 6,pasutri bobol rumah kosong liputan 6
@liputan6_news,News,Polisi Tetapkan Dua Tersangka dalam Kasus Pengusiran Nenek Elina di Surabaya | Liputan 6,Polisi Tetapkan Dua Tersangka dalam Kasus Pengusiran Nenek Elina di Surabaya Liputan 6,polisi tetapkan dua tersangka dalam kasus pengusiran nenek elina di surabaya liputan 6,polisi tetapkan dua tersangka dalam kasus pengusiran nenek elina di surabaya liputan 6
@liputan6_news,News,Angin Kencang Rusak Rumah Warga | Liputan 6,Angin Kencang Rusak Rumah Warga Liputan 6,angin kencang rusak rumah warga liputan 6,angin kencang rusak rumah warga liputan 6
@liputan6_news,News,Remaja Dianiaya Belasan Orang | Liputan 6,Remaja Dianiaya Belasan Orang Liputan 6,remaja dianiaya belasan orang liputan 6,remaja dianiaya belasan orang liputan 6
@liputan6_news,News,"Tiga Hari Terjebak Banjir, Warga Lansia Dievakuasi | Liputan 6","Tiga Hari Terjebak Banjir, Warga Lansia Dievakuasi Liputan 6","tiga hari terjebak banjir, warga lansia dievakuasi liputan 6","tiga hari terjebak banjir , warga lansia dievakuasi liputan 6"
@liputan6_news,News,BMKG Ingatkan Waspada Hujan Lebat-Ekstrem di Akhir Tahun hingga Awal Tahun 2026 | Liputan 6,BMKG Ingatkan Waspada Hujan Lebat-Ekstrem di Akhir Tahun hingga Awal Tahun 2026 Liputan 6,bmkg ingatkan waspada hujan lebat-ekstrem di akhir tahun hingga awal tahun 2026 liputan 6,bmkg ingatkan waspada hujan lebat-ekstrem di akhir tahun hingga awal tahun 2026 liputan 6
@liputan6_news,News,"Update Pembangunan Jembatan Bailey di Sumatra, KSAD Maruli Apresiasi Kinerja Anggota | Liputan 6","Update Pembangunan Jembatan Bailey di Sumatra, KSAD Maruli Apresiasi Kinerja Anggota Liputan 6","update pembangunan jembatan bailey di sumatra, ksad maruli apresiasi kinerja anggota liputan 6","update pembangunan jembatan bailey di sumatra , ksad maruli apresiasi kinerja anggota liputan 6"
@liputan6_news,News,Ratusan Buruh Lakukan Aksi Demonstrasi Desak Pramono Anung Revisi UMP Jakarta 2026 | Liputan 6,Ratusan Buruh Lakukan Aksi Demonstrasi Desak Pramono Anung Revisi UMP Jakarta 2026 Liputan 6,ratusan buruh lakukan aksi demonstrasi desak pramono anung revisi ump jakarta 2026 liputan 6,ratusan buruh lakukan aksi demonstrasi desak pramono anung revisi ump jakarta 2026 liputan 6
@liputan6_news,News,"Jembatan Bailey Sumatra Disabotase, KSAD: ""Saya Tidak Bisa Tidur Memikirkan Ini"" | Liputan 6","Jembatan Bailey Sumatra Disabotase, KSAD: ""Saya Tidak Bisa Tidur Memikirkan Ini"" Liputan 6","jembatan bailey sumatra disabotase, ksad: ""saya tidak bisa tidur memikirkan ini"" liputan 6","jembatan bailey sumatra disabotase , ksad : "" saya tidak bisa tidur memikirkan ini "" liputan 6"
@liputan6_news,News,KSAD Maruli Simanjuntak Tegaskan Penanganan Banjir Sumatra Tercepat Dibandingkan Bencana Lain,KSAD Maruli Simanjuntak Tegaskan Penanganan Banjir Sumatra Tercepat Dibandingkan Bencana Lain,ksad maruli simanjuntak tegaskan penanganan banjir sumatra tercepat dibandingkan bencana lain,ksad maruli simanjuntak tegaskan penanganan banjir sumatra tercepat dibandingkan bencana lain
@liputan6_news,News,"Kejutan Fakta Mendagri Soal Dahsyatnya Bencana Sumatera, 22 Desa Hilang Disapu Banjir | Liputan6","Kejutan Fakta Mendagri Soal Dahsyatnya Bencana Sumatera, 22 Desa Hilang Disapu Banjir Liputan6","kejutan fakta mendagri soal dahsyatnya bencana sumatera, 22 desa hilang disapu banjir liputan6","kejutan fakta mendagri soal dahsyatnya bencana sumatera , 22 desa hilang disapu banjir liputan6"
@liputan6_news,News,"Kemensos Berikan Tiga Bantuan Tunai Pascabencana Sumatra dengan Total Rp9,35 Juta/ Keluarga","Kemensos Berikan Tiga Bantuan Tunai Pascabencana Sumatra dengan Total Rp9,35 Juta/ Keluarga","kemensos berikan tiga bantuan tunai pascabencana sumatra dengan total rp9,35 juta/ keluarga","kemensos berikan tiga bantuan tunai pascabencana sumatra dengan total rp9,35 juta/ keluarga"
@liputan6_news,News,"Kemensos Bagi-Bagi Rp450 Ribu/Orang Tiap Bulan Korban Bencana Sumatera, Untuk Apa? | Liputan6","Kemensos Bagi-Bagi Rp450 Ribu/Orang Tiap Bulan Korban Bencana Sumatera, Untuk Apa? Liputan6","kemensos bagi-bagi rp450 ribu/orang tiap bulan korban bencana sumatera, untuk apa? liputan6","kemensos bagi-bagi rp450 ribu/orang tiap bulan korban bencana sumatera , untuk apa ? liputan6"
@liputan6_news,News,"Dukung Program MBG, Polri Bangun 436 SPPG Serentak | Liputan 6","Dukung Program MBG, Polri Bangun 436 SPPG Serentak Liputan 6","dukung program mbg, polri bangun 436 sppg serentak liputan 6","dukung program mbg , polri bangun 436 sppg serentak liputan 6"
@liputan6_news,News,"Dua Helikopter di New Jersey Bertabrakan di Udara, Satu Orang Tewas | Liputan6","Dua Helikopter di New Jersey Bertabrakan di Udara, Satu Orang Tewas Liputan6","dua helikopter di new jersey bertabrakan di udara, satu orang tewas liputan6","dua helikopter di new jersey bertabrakan di udara , satu orang tewas liputan6"
@liputan6_news,News,Tegas Panglima TNI Respons Marak Bendera GAM Berkibar di Aceh: Ada Kelompok Provokasi... | Liputan6,Tegas Panglima TNI Respons Marak Bendera GAM Berkibar di Aceh: Ada Kelompok Provokasi... Liputan6,tegas panglima tni respons marak bendera gam berkibar di aceh: ada kelompok provokasi... liputan6,tegas panglima tni respons marak bendera gam berkibar di aceh : ada kelompok provokasi . . . liputan6
@liputan6_news,News,BNPB Pastikan Pencairan Dana Tunggu Hunian (DTH) Akan Diberikan Langsung oleh Bank kepada Masyarakat,BNPB Pastikan Pencairan Dana Tunggu Hunian (DTH) Akan Diberikan Langsung oleh Bank kepada Masyarakat,bnpb pastikan pencairan dana tunggu hunian (dth) akan diberikan langsung oleh bank kepada masyarakat,bnpb pastikan pencairan dana tunggu hunian ( dth ) akan diberikan langsung oleh bank kepada masyarakat
@liputan6_news,News,"Cuaca Ekstrem Masih Mengintai, Pemerintah Percepat Mitigasi Banjir Susulan di Sumatra | Liputan 6","Cuaca Ekstrem Masih Mengintai, Pemerintah Percepat Mitigasi Banjir Susulan di Sumatra Liputan 6","cuaca ekstrem masih mengintai, pemerintah percepat mitigasi banjir susulan di sumatra liputan 6","cuaca ekstrem masih mengintai , pemerintah percepat mitigasi banjir susulan di sumatra liputan 6"
@liputan6_news,News,Menko PMK Pratikno Pastikan Kegiatan Sekolah di Lokasi Bencana Sumatra Dimulai Januari 2026,Menko PMK Pratikno Pastikan Kegiatan Sekolah di Lokasi Bencana Sumatra Dimulai Januari 2026,menko pmk pratikno pastikan kegiatan sekolah di lokasi bencana sumatra dimulai januari 2026,menko pmk pratikno pastikan kegiatan sekolah di lokasi bencana sumatra dimulai januari 2026
@liputan6_news,News,"Menko Pratikno Kebut Pemulihan Pascabencana Sumatera, Pastikan Seluruh RSUD Pulih | Liputan6","Menko Pratikno Kebut Pemulihan Pascabencana Sumatera, Pastikan Seluruh RSUD Pulih Liputan6","menko pratikno kebut pemulihan pascabencana sumatera, pastikan seluruh rsud pulih liputan6","menko pratikno kebut pemulihan pascabencana sumatera , pastikan seluruh rsud pulih liputan6"
@liputan6_news,News,"Rusia Klaim Kuasai Enam Permukiman, Ukraina Serang Kilang Minyak | Liputan6","Rusia Klaim Kuasai Enam Permukiman, Ukraina Serang Kilang Minyak Liputan6","rusia klaim kuasai enam permukiman, ukraina serang kilang minyak liputan6","rusia klaim kuasai enam permukiman , ukraina serang kilang minyak liputan6"
@liputan6_news,News,Pesan Penting Seskab Teddy di Tengah Penanganan Pasca-Bencana di Sumatera & Aceh | Liputan6,Pesan Penting Seskab Teddy di Tengah Penanganan Pasca-Bencana di Sumatera Aceh Liputan6,pesan penting seskab teddy di tengah penanganan pasca-bencana di sumatera aceh liputan6,pesan penting seskab teddy di tengah penanganan pasca-bencana di sumatera aceh liputan6
@liputan6_news,News,DVI Identifikasi 16 Lansia Korban Kebakaran Panti | Brigitte Bardot Meninggal Dunia | Liputan6,DVI Identifikasi 16 Lansia Korban Kebakaran Panti Brigitte Bardot Meninggal Dunia Liputan6,dvi identifikasi 16 lansia korban kebakaran panti brigitte bardot meninggal dunia liputan6,dvi identifikasi 16 lansia korban kebakaran panti brigitte bardot meninggal dunia liputan6
@liputan6_news,News,"Heboh, Nenek Diusir Ormas dari Rumahnya | Liputan 6","Heboh, Nenek Diusir Ormas dari Rumahnya Liputan 6","heboh, nenek diusir ormas dari rumahnya liputan 6","heboh , nenek diusir ormas dari rumahnya liputan 6"
@liputan6_news,News,Kantor Presiden Korea Selatan Resmi Kembali ke Blue House | Liputan6,Kantor Presiden Korea Selatan Resmi Kembali ke Blue House Liputan6,kantor presiden korea selatan resmi kembali ke blue house liputan6,kantor presiden korea selatan resmi kembali ke blue house liputan6
@liputan6_news,News,Menko PMK Akui Masih Ada 22 Kabupaten/ Kota Terdampak Bencana Sumatra Perpanjang Tanggap Darurat,Menko PMK Akui Masih Ada 22 Kabupaten/ Kota Terdampak Bencana Sumatra Perpanjang Tanggap Darurat,menko pmk akui masih ada 22 kabupaten/ kota terdampak bencana sumatra perpanjang tanggap darurat,menko pmk akui masih ada 22 kabupaten/ kota terdampak bencana sumatra perpanjang tanggap darurat
@liputan6_news,News,Pesta Pernikahan di Tengah Banjir | Liputan 6,Pesta Pernikahan di Tengah Banjir Liputan 6,pesta pernikahan di tengah banjir liputan 6,pesta pernikahan di tengah banjir liputan 6
@liputan6_news,News,"Gara-Gara Warisan, Paman Ditikam | Liputan 6","Gara-Gara Warisan, Paman Ditikam Liputan 6","gara-gara warisan, paman ditikam liputan 6","gara-gara warisan , paman ditikam liputan 6"
@liputan6_news,News,Berburu Pernak-Pernik Tahun Baru | Liputan 6,Berburu Pernak-Pernik Tahun Baru Liputan 6,berburu pernak-pernik tahun baru liputan 6,berburu pernak-pernik tahun baru liputan 6
@liputan6_news,News,Pacitan Punya 'Raja Ampat' | Liputan 6,Pacitan Punya 'Raja Ampat' Liputan 6,pacitan punya 'raja ampat' liputan 6,pacitan punya ' raja ampat ' liputan 6
@liputan6_news,News,"Jelang Tahun Baru, Stasiun Senen Ramai Penumpang | Liputan 6","Jelang Tahun Baru, Stasiun Senen Ramai Penumpang Liputan 6","jelang tahun baru, stasiun senen ramai penumpang liputan 6","jelang tahun baru , stasiun senen ramai penumpang liputan 6"
@liputan6_news,News,"Kapal Tenggelam di Bajo, Anak Pelatih Klub Sepak Bola Valencia Ditemukan | Liputan 6","Kapal Tenggelam di Bajo, Anak Pelatih Klub Sepak Bola Valencia Ditemukan Liputan 6","kapal tenggelam di bajo, anak pelatih klub sepak bola valencia ditemukan liputan 6","kapal tenggelam di bajo , anak pelatih klub sepak bola valencia ditemukan liputan 6"
@liputan6_news,News,Hujan Deras Rendam Tenda Pengungsi Palestina di Khan Younis | Liputan6,Hujan Deras Rendam Tenda Pengungsi Palestina di Khan Younis Liputan6,hujan deras rendam tenda pengungsi palestina di khan younis liputan6,hujan deras rendam tenda pengungsi palestina di khan younis liputan6
@liputan6_news,News,"Bagian Luar Terbakar, Mal Sarinah Tetap Buka | Jakarta","Bagian Luar Terbakar, Mal Sarinah Tetap Buka Jakarta","bagian luar terbakar, mal sarinah tetap buka jakarta","bagian luar terbakar , mal sarinah tetap buka jakarta"
@liputan6_news,News,"Panti Wreda Terbakar, 16 Lansia Tewas | Liputan 6","Panti Wreda Terbakar, 16 Lansia Tewas Liputan 6","panti wreda terbakar, 16 lansia tewas liputan 6","panti wreda terbakar , 16 lansia tewas liputan 6"
@liputan6_news,News,"16 Lansia Tewas Akibat Kebakaran Panti Jompo di Manado, DVI Proses Identifikasi | Liputan6","16 Lansia Tewas Akibat Kebakaran Panti Jompo di Manado, DVI Proses Identifikasi Liputan6","16 lansia tewas akibat kebakaran panti jompo di manado, dvi proses identifikasi liputan6","16 lansia tewas akibat kebakaran panti jompo di manado , dvi proses identifikasi liputan6"
@liputan6_news,News,"AS-RI Lanjutkan Negosiasi Perdagangan Resiprokal, Untungkan Kedua Negara? | PROGRAM SPESIAL","AS-RI Lanjutkan Negosiasi Perdagangan Resiprokal, Untungkan Kedua Negara? PROGRAM SPESIAL","as-ri lanjutkan negosiasi perdagangan resiprokal, untungkan kedua negara? program spesial","as-ri lanjutkan negosiasi perdagangan resiprokal , untungkan kedua negara ? program spesial"
@liputan6_news,News,Aktris Brigitte Bardot Meninggal Dunia di Usia 91 Tahun | Liputan6,Aktris Brigitte Bardot Meninggal Dunia di Usia 91 Tahun Liputan6,aktris brigitte bardot meninggal dunia di usia 91 tahun liputan6,aktris brigitte bardot meninggal dunia di usia 91 tahun liputan6
@liputan6_news,News,Meledak Amarah Kasad Maruli Ada Pihak Jahat Tega Bikin Ulah di Tengah Bencana Sumatera | Liputan6,Meledak Amarah Kasad Maruli Ada Pihak Jahat Tega Bikin Ulah di Tengah Bencana Sumatera Liputan6,meledak amarah kasad maruli ada pihak jahat tega bikin ulah di tengah bencana sumatera liputan6,meledak amarah kasad maruli ada pihak jahat tega bikin ulah di tengah bencana sumatera liputan6
@liputan6_news,News,Panglima TNI Emosi Soal Bendera GAM Berkibar di Tengah Bencana Sumatera: Tindak Tegas! | Liputan6,Panglima TNI Emosi Soal Bendera GAM Berkibar di Tengah Bencana Sumatera: Tindak Tegas! Liputan6,panglima tni emosi soal bendera gam berkibar di tengah bencana sumatera: tindak tegas! liputan6,panglima tni emosi soal bendera gam berkibar di tengah bencana sumatera : tindak tegas ! liputan6
@liputan6_news,News,Saint Petersburg Rusia Bersolek di Momen Natal & Tahun Baru | Liputan 6,Saint Petersburg Rusia Bersolek di Momen Natal Tahun Baru Liputan 6,saint petersburg rusia bersolek di momen natal tahun baru liputan 6,saint petersburg rusia bersolek di momen natal tahun baru liputan 6
@liputan6_news,News,TNI Kerahkan 37.910 Personel untuk Rekonstruksi Pascabencana Sumatra | Liputan 6,TNI Kerahkan 37.910 Personel untuk Rekonstruksi Pascabencana Sumatra Liputan 6,tni kerahkan 37.910 personel untuk rekonstruksi pascabencana sumatra liputan 6,tni kerahkan 37.910 personel untuk rekonstruksi pascabencana sumatra liputan 6
@liputan6_news,News,[FULL] Kapolri Kerahkan 1.500 Personel Tambahan ke Wilayah Bencana Sumatera | Liputan 6,FULL Kapolri Kerahkan 1.500 Personel Tambahan ke Wilayah Bencana Sumatera Liputan 6,full kapolri kerahkan 1.500 personel tambahan ke wilayah bencana sumatera liputan 6,full kapolri kerahkan 1.500 personel tambahan ke wilayah bencana sumatera liputan 6
@liputan6_news,News,Festival Perang Tepung Meriahkan Spanyol | Liputan6,Festival Perang Tepung Meriahkan Spanyol Liputan6,festival perang tepung meriahkan spanyol liputan6,festival perang tepung meriahkan spanyol liputan6
@liputan6_news,News,[FULL] Menko PMK Umumkan Update Penanganan Pascabencana Sumatra | Liputan 6,FULL Menko PMK Umumkan Update Penanganan Pascabencana Sumatra Liputan 6,full menko pmk umumkan update penanganan pascabencana sumatra liputan 6,full menko pmk umumkan update penanganan pascabencana sumatra liputan 6
@liputan6_news,News,Ketum DPP Madas Bantah Anggotanya Terlibat Pengusiran & Pembongkaran Rumah Nenek Elina | Liputan 6,Ketum DPP Madas Bantah Anggotanya Terlibat Pengusiran Pembongkaran Rumah Nenek Elina Liputan 6,ketum dpp madas bantah anggotanya terlibat pengusiran pembongkaran rumah nenek elina liputan 6,ketum dpp madas bantah anggotanya terlibat pengusiran pembongkaran rumah nenek elina liputan 6
@liputan6_news,News,Korea Utara Umumkan Uji Coba Rudal Terbaru | Liputan 6,Korea Utara Umumkan Uji Coba Rudal Terbaru Liputan 6,korea utara umumkan uji coba rudal terbaru liputan 6,korea utara umumkan uji coba rudal terbaru liputan 6
@liputan6_news,News,Korban Banjir Bandang Ditemukan | Liputan 6,Korban Banjir Bandang Ditemukan Liputan 6,korban banjir bandang ditemukan liputan 6,korban banjir bandang ditemukan liputan 6
@liputan6_news,News,Akademisi dan Rohaniawan Romo Mudji Sutrisno Meninggal Dunia | Liputan 6,Akademisi dan Rohaniawan Romo Mudji Sutrisno Meninggal Dunia Liputan 6,akademisi dan rohaniawan romo mudji sutrisno meninggal dunia liputan 6,akademisi dan rohaniawan romo mudji sutrisno meninggal dunia liputan 6
@liputan6_news,News,"Libya Berduka, Kepala Militer Tewas dalam Kecelakaan Pesawat di Turki | Liputan6","Libya Berduka, Kepala Militer Tewas dalam Kecelakaan Pesawat di Turki Liputan6","libya berduka, kepala militer tewas dalam kecelakaan pesawat di turki liputan6","libya berduka , kepala militer tewas dalam kecelakaan pesawat di turki liputan6"
@liputan6_news,News,"90 Persen Rencana Damai 20 Poin Ukraina Sudah Disepakati, Perdamaian Di Depan Mata? | liputan 6","90 Persen Rencana Damai 20 Poin Ukraina Sudah Disepakati, Perdamaian Di Depan Mata? liputan 6","90 persen rencana damai 20 poin ukraina sudah disepakati, perdamaian di depan mata? liputan 6","90 persen rencana damai 20 poin ukraina sudah disepakati , perdamaian di depan mata ? liputan 6"
@liputan6_news,News,Trump Sebut Peluang Akhiri Perang Rusia-Ukraina Semakin Dekat | Liputan 6,Trump Sebut Peluang Akhiri Perang Rusia-Ukraina Semakin Dekat Liputan 6,trump sebut peluang akhiri perang rusia-ukraina semakin dekat liputan 6,trump sebut peluang akhiri perang rusia-ukraina semakin dekat liputan 6
@liputan6_news,News,Liga Arab Gelar Rapat Darurat Tolak Pengakuan Israel atas Somaliland | Liputan6,Liga Arab Gelar Rapat Darurat Tolak Pengakuan Israel atas Somaliland Liputan6,liga arab gelar rapat darurat tolak pengakuan israel atas somaliland liputan6,liga arab gelar rapat darurat tolak pengakuan israel atas somaliland liputan6
@liputan6_news,News,Pencarian Korban Kapal Tenggelam | Liputan 6,Pencarian Korban Kapal Tenggelam Liputan 6,pencarian korban kapal tenggelam liputan 6,pencarian korban kapal tenggelam liputan 6
@liputan6_news,News,"Gempa Magnitudo 4,7 Guncang Agam | Liputan 6","Gempa Magnitudo 4,7 Guncang Agam Liputan 6","gempa magnitudo 4,7 guncang agam liputan 6","gempa magnitudo 4,7 guncang agam liputan 6"
@liputan6_news,News,Pohon Berusia 200 Tahun Tumbang | Liputan 6,Pohon Berusia 200 Tahun Tumbang Liputan 6,pohon berusia 200 tahun tumbang liputan 6,pohon berusia 200 tahun tumbang liputan 6
@liputan6_news,News,Gedung Sarinah Terbakar | Liputan 6,Gedung Sarinah Terbakar Liputan 6,gedung sarinah terbakar liputan 6,gedung sarinah terbakar liputan 6
@liputan6_news,News,Hunian Sementara Korban Bencana | Liputan 6,Hunian Sementara Korban Bencana Liputan 6,hunian sementara korban bencana liputan 6,hunian sementara korban bencana liputan 6
@liputan6_news,News,Korlap SPPG Dianiaya Sekuriti | Liputan 6,Korlap SPPG Dianiaya Sekuriti Liputan 6,korlap sppg dianiaya sekuriti liputan 6,korlap sppg dianiaya sekuriti liputan 6
@liputan6_news,News,"Panti Terbakar, 16 Warga Lansia Tewas | Liputan 6","Panti Terbakar, 16 Warga Lansia Tewas Liputan 6","panti terbakar, 16 warga lansia tewas liputan 6","panti terbakar , 16 warga lansia tewas liputan 6"
